x_km,y_km,demand
1.6364,3.4545,155.63
1.7576,3.4545,148.4
1.8788,3.4545,142.284
2.0,3.4545,137.383
2.1212,3.4545,133.716
2.2424,3.4545,131.227
2.3636,3.4545,129.795
2.4848,3.4545,129.243
2.6061,3.4545,129.355
2.7273,3.4545,129.891
2.8485,3.4545,130.602
2.9697,3.4545,131.247
3.0909,3.4545,131.605
3.2121,3.4545,131.485
3.3333,3.4545,130.738
3.4545,3.4545,129.261
3.5758,3.4545,126.999
3.697,3.4545,123.946
3.8182,3.4545,120.14
3.9394,3.4545,115.655
4.0606,3.4545,110.601
4.1818,3.4545,105.105
4.303,3.4545,99.31
4.4242,3.4545,93.358
4.5455,3.4545,87.39
4.6667,3.4545,81.532
4.7879,3.4545,75.891
4.9091,3.4545,70.557
5.0303,3.4545,65.594
5.1515,3.4545,61.044
5.2727,3.4545,56.927
5.3939,3.4545,53.246
5.5152,3.4545,49.987
5.6364,3.4545,47.126
5.7576,3.4545,44.629
5.8788,3.4545,42.457
6.0,3.4545,40.57
-6.0,3.5758,36.841
-5.8788,3.5758,37.644
-5.7576,3.5758,38.475
-5.6364,3.5758,39.342
-5.5152,3.5758,40.254
-5.3939,3.5758,41.226
-5.2727,3.5758,42.279
-5.1515,3.5758,43.442
-5.0303,3.5758,44.753
-4.9091,3.5758,46.259
-4.7879,3.5758,48.02
-4.6667,3.5758,50.105
-4.5455,3.5758,52.59
-4.4242,3.5758,55.555
-4.303,3.5758,59.079
-4.1818,3.5758,63.227
-4.0606,3.5758,68.046
-3.9394,3.5758,73.549
-3.8182,3.5758,79.71
-3.697,3.5758,86.448
-3.5758,3.5758,93.629
-3.4545,3.5758,101.065
-3.3333,3.5758,108.518
-3.2121,3.5758,115.715
-3.0909,3.5758,122.37
-2.9697,3.5758,128.204
-2.8485,3.5758,132.974
-2.7273,3.5758,136.499
-2.6061,3.5758,138.681
-2.4848,3.5758,139.521
-2.3636,3.5758,139.121
-2.2424,3.5758,137.687
-2.1212,3.5758,135.511
-2.0,3.5758,132.951
-1.8788,3.5758,130.405
-1.7576,3.5758,128.28
-1.6364,3.5758,126.964
-1.5152,3.5758,126.797
-1.3939,3.5758,128.048
-1.2727,3.5758,130.899
-1.1515,3.5758,135.432
-1.0303,3.5758,141.629
-0.9091,3.5758,149.365
-0.7879,3.5758,158.419
-0.6667,3.5758,168.484
-0.5455,3.5758,179.183
-0.4242,3.5758,190.085
-0.303,3.5758,200.729
-0.1818,3.5758,210.647
-0.0606,3.5758,219.394
0.0606,3.5758,226.568
0.1818,3.5758,231.836
0.303,3.5758,234.958
0.4242,3.5758,235.796
0.5455,3.5758,234.327
0.6667,3.5758,230.639
0.7879,3.5758,224.932
0.9091,3.5758,217.496
1.0303,3.5758,208.694
1.1515,3.5758,198.941
1.2727,3.5758,188.669
1.3939,3.5758,178.31
1.5152,3.5758,168.262
1.6364,3.5758,158.874
1.7576,3.5758,150.425
1.8788,3.5758,143.116
2.0,3.5758,137.063
2.1212,3.5758,132.299
2.2424,3.5758,128.779
2.3636,3.5758,126.39
2.4848,3.5758,124.963
2.6061,3.5758,124.289
2.7273,3.5758,124.134
2.8485,3.5758,124.255
2.9697,3.5758,124.417
3.0909,3.5758,124.401
3.2121,3.5758,124.02
3.3333,3.5758,123.126
3.4545,3.5758,121.612
3.5758,3.5758,119.42
3.697,3.5758,116.535
3.8182,3.5758,112.986
3.9394,3.5758,108.837
4.0606,3.5758,104.181
4.1818,3.5758,99.132
4.303,3.5758,93.816
4.4242,3.5758,88.362
4.5455,3.5758,82.895
4.6667,3.5758,77.528
4.7879,3.5758,72.361
4.9091,3.5758,67.471
5.0303,3.5758,62.917
5.1515,3.5758,58.738
5.2727,3.5758,54.952
5.3939,3.5758,51.56
5.5152,3.5758,48.552
5.6364,3.5758,45.904
5.7576,3.5758,43.586
5.8788,3.5758,41.564
6.0,3.5758,39.8
-6.0,3.697,36.373
-5.8788,3.697,37.154
-5.7576,3.697,37.962
-5.6364,3.697,38.801
-5.5152,3.697,39.682
-5.3939,3.697,40.616
-5.2727,3.697,41.622
-5.1515,3.697,42.724
-5.0303,3.697,43.957
-4.9091,3.697,45.36
-4.7879,3.697,46.986
-4.6667,3.697,48.893
-4.5455,3.697,51.149
-4.4242,3.697,53.822
-4.303,3.697,56.981
-4.1818,3.697,60.684
-4.0606,3.697,64.97
-3.9394,3.697,69.851
-3.8182,3.697,75.303
-3.697,3.697,81.258
-3.5758,3.697,87.599
-3.4545,3.697,94.163
-3.3333,3.697,100.745
-3.2121,3.697,107.11
-3.0909,3.697,113.01
-2.9697,3.697,118.208
-2.8485,3.697,122.497
-2.7273,3.697,125.726
-2.6061,3.697,127.818
-2.4848,3.697,128.784
-2.3636,3.697,128.726
-2.2424,3.697,127.838
-2.1212,3.697,126.39
-2.0,3.697,124.715
-1.8788,3.697,123.18
-1.7576,3.697,122.16
-1.6364,3.697,122.012
-1.5152,3.697,123.052
-1.3939,3.697,125.528
-1.2727,3.697,129.605
-1.1515,3.697,135.358
-1.0303,3.697,142.755
-0.9091,3.697,151.669
-0.7879,3.697,161.871
-0.6667,3.697,173.045
-0.5455,3.697,184.803
-0.4242,3.697,196.699
-0.303,3.697,208.256
-0.1818,3.697,218.985
-0.0606,3.697,228.421
0.0606,3.697,236.141
0.1818,3.697,241.796
0.303,3.697,245.131
0.4242,3.697,246.0
0.5455,3.697,244.375
0.6667,3.697,240.352
0.7879,3.697,234.136
0.9091,3.697,226.036
1.0303,3.697,216.434
1.1515,3.697,205.766
1.2727,3.697,194.491
1.3939,3.697,183.064
1.5152,3.697,171.907
1.6364,3.697,161.392
1.7576,3.697,151.818
1.8788,3.697,143.401
2.0,3.697,136.274
2.1212,3.697,130.48
2.2424,3.697,125.986
2.3636,3.697,122.687
2.4848,3.697,120.423
2.6061,3.697,118.993
2.7273,3.697,118.171
2.8485,3.697,117.721
2.9697,3.697,117.413
3.0909,3.697,117.034
3.2121,3.697,116.401
3.3333,3.697,115.365
3.4545,3.697,113.821
3.5758,3.697,111.704
3.697,3.697,108.994
3.8182,3.697,105.71
3.9394,3.697,101.903
4.0606,3.697,97.653
4.1818,3.697,93.058
4.303,3.697,88.231
4.4242,3.697,83.283
4.5455,3.697,78.326
4.6667,3.697,73.46
4.7879,3.697,68.773
4.9091,3.697,64.335
5.0303,3.697,60.198
5.1515,3.697,56.396
5.2727,3.697,52.945
5.3939,3.697,49.849
5.5152,3.697,47.095
5.6364,3.697,44.663
5.7576,3.697,42.528
5.8788,3.697,40.657
6.0,3.697,39.018
-6.0,3.8182,35.902
-5.8788,3.8182,36.661
-5.7576,3.8182,37.445
-5.6364,3.8182,38.257
-5.5152,3.8182,39.106
-5.3939,3.8182,40.003
-5.2727,3.8182,40.962
-5.1515,3.8182,42.004
-5.0303,3.8182,43.159
-4.9091,3.8182,44.46
-4.7879,3.8182,45.951
-4.6667,3.8182,47.683
-4.5455,3.8182,49.713
-4.4242,3.8182,52.099
-4.303,3.8182,54.899
-4.1818,3.8182,58.162
-4.0606,3.8182,61.922
-3.9394,3.8182,66.189
-3.8182,3.8182,70.943
-3.697,3.8182,76.125
-3.5758,3.8182,81.638
-3.4545,3.8182,87.343
-3.3333,3.8182,93.066
-3.2121,3.8182,98.609
-3.0909,3.8182,103.764
-2.9697,3.8182,108.333
-2.8485,3.8182,112.144
-2.7273,3.8182,115.077
-2.6061,3.8182,117.073
-2.4848,3.8182,118.155
-2.3636,3.8182,118.422
-2.2424,3.8182,118.056
-2.1212,3.8182,117.307
-2.0,3.8182,116.478
-1.8788,3.8182,115.905
-1.7576,3.8182,115.932
-1.6364,3.8182,116.886
-1.5152,3.8182,119.055
-1.3939,3.8182,122.667
-1.2727,3.8182,127.871
-1.1515,3.8182,134.73
-1.0303,3.8182,143.207
-0.9091,3.8182,153.167
-0.7879,3.8182,164.378
-0.6667,3.8182,176.518
-0.5455,3.8182,189.19
-0.4242,3.8182,201.939
-0.303,3.8182,214.273
-0.1818,3.8182,225.691
-0.0606,3.8182,235.708
0.0606,3.8182,243.888
0.1818,3.8182,249.868
0.303,3.8182,253.379
0.4242,3.8182,254.269
0.5455,3.8182,252.51
0.6667,3.8182,248.197
0.7879,3.8182,241.547
0.9091,3.8182,232.878
1.0303,3.8182,222.589
1.1515,3.8182,211.135
1.2727,3.8182,198.995
1.3939,3.8182,186.643
1.5152,3.8182,174.522
1.6364,3.8182,163.021
1.7576,3.8182,152.455
1.8788,3.8182,143.056
2.0,3.8182,134.968
2.1212,3.8182,128.247
2.2424,3.8182,122.868
2.3636,3.8182,118.737
2.4848,3.8182,115.703
2.6061,3.8182,113.572
2.7273,3.8182,112.128
2.8485,3.8182,111.143
2.9697,3.8182,110.394
3.0909,3.8182,109.674
3.2121,3.8182,108.805
3.3333,3.8182,107.64
3.4545,3.8182,106.073
3.5758,3.8182,104.036
3.697,3.8182,101.504
3.8182,3.8182,98.484
3.9394,3.8182,95.018
4.0606,3.8182,91.172
4.1818,3.8182,87.029
4.303,3.8182,82.686
4.4242,3.8182,78.24
4.5455,3.8182,73.788
4.6667,3.8182,69.419
4.7879,3.8182,65.208
4.9091,3.8182,61.218
5.0303,3.8182,57.494
5.1515,3.8182,54.065
5.2727,3.8182,50.948
5.3939,3.8182,48.143
5.5152,3.8182,45.641
5.6364,3.8182,43.424
5.7576,3.8182,41.469
5.8788,3.8182,39.749
6.0,3.8182,38.235
-6.0,3.9394,35.429
-5.8788,3.9394,36.166
-5.7576,3.9394,36.925
-5.6364,3.9394,37.711
-5.5152,3.9394,38.529
-5.3939,3.9394,39.389
-5.2727,3.9394,40.302
-5.1515,3.9394,41.287
-5.0303,3.9394,42.366
-4.9091,3.9394,43.569
-4.7879,3.9394,44.931
-4.6667,3.9394,46.496
-4.5455,3.9394,48.309
-4.4242,3.9394,50.421
-4.303,3.9394,52.878
-4.1818,3.9394,55.722
-4.0606,3.9394,58.981
-3.9394,3.9394,62.664
-3.8182,3.9394,66.753
-3.697,3.9394,71.201
-3.5758,3.9394,75.925
-3.4545,3.9394,80.811
-3.3333,3.9394,85.716
-3.2121,3.9394,90.476
-3.0909,3.9394,94.921
-2.9697,3.9394,98.889
-2.8485,3.9394,102.242
-2.7273,3.9394,104.888
-2.6061,3.9394,106.787
-2.4848,3.9394,107.968
-2.3636,3.9394,108.531
-2.2424,3.9394,108.645
-2.1212,3.9394,108.538
-2.0,3.9394,108.485
-1.8788,3.9394,108.793
-1.7576,3.9394,109.771
-1.6364,3.9394,111.719
-1.5152,3.9394,114.897
-1.3939,3.9394,119.513
-1.2727,3.9394,125.701
-1.1515,3.9394,133.512
-1.0303,3.9394,142.905
-0.9091,3.9394,153.739
-0.7879,3.9394,165.78
-0.6667,3.9394,178.705
-0.5455,3.9394,192.11
-0.4242,3.9394,205.536
-0.303,3.9394,218.482
-0.1818,3.9394,230.436
-0.0606,3.9394,240.905
0.0606,3.9394,249.439
0.1818,3.9394,255.666
0.303,3.9394,259.31
0.4242,3.9394,260.212
0.5455,3.9394,258.343
0.6667,3.9394,253.8
0.7879,3.9394,246.805
0.9091,3.9394,237.684
1.0303,3.9394,226.849
1.1515,3.9394,214.768
1.2727,3.9394,201.932
1.3939,3.9394,188.833
1.5152,3.9394,175.927
1.6364,3.9394,163.616
1.7576,3.9394,152.228
1.8788,3.9394,142.006
2.0,3.9394,133.104
2.1212,3.9394,125.589
2.2424,3.9394,119.445
2.3636,3.9394,114.586
2.4848,3.9394,110.871
2.6061,3.9394,108.116
2.7273,3.9394,106.114
2.8485,3.9394,104.646
2.9697,3.9394,103.497
3.0909,3.9394,102.469
3.2121,3.9394,101.388
3.3333,3.9394,100.11
3.4545,3.9394,98.53
3.5758,3.9394,96.578
3.697,3.9394,94.222
3.8182,3.9394,91.462
3.9394,3.9394,88.329
4.0606,3.9394,84.874
4.1818,3.9394,81.17
4.303,3.9394,77.296
4.4242,3.9394,73.336
4.5455,3.9394,69.374
4.6667,3.9394,65.485
4.7879,3.9394,61.736
4.9091,3.9394,58.179
5.0303,3.9394,54.855
5.1515,3.9394,51.789
5.2727,3.9394,48.994
5.3939,3.9394,46.471
5.5152,3.9394,44.214
5.6364,3.9394,42.205
5.7576,3.9394,40.426
5.8788,3.9394,38.852
6.0,3.9394,37.458
-6.0,4.0606,34.954
-5.8788,4.0606,35.669
-5.7576,4.0606,36.405
-5.6364,4.0606,37.164
-5.5152,4.0606,37.952
-5.3939,4.0606,38.776
-5.2727,4.0606,39.645
-5.1515,4.0606,40.575
-5.0303,4.0606,41.583
-4.9091,4.0606,42.694
-4.7879,4.0606,43.936
-4.6667,4.0606,45.345
-4.5455,4.0606,46.958
-4.4242,4.0606,48.815
-4.303,4.0606,50.956
-4.1818,4.0606,53.413
-4.0606,4.0606,56.21
-3.9394,4.0606,59.353
-3.8182,4.0606,62.829
-3.697,4.0606,66.599
-3.5758,4.0606,70.597
-3.4545,4.0606,74.728
-3.3333,4.0606,78.879
-3.2121,4.0606,82.917
-3.0909,4.0606,86.705
-2.9697,4.0606,90.116
-2.8485,4.0606,93.044
-2.7273,4.0606,95.418
-2.6061,4.0606,97.219
-2.4848,4.0606,98.481
-2.3636,4.0606,99.302
-2.2424,4.0606,99.837
-2.1212,4.0606,100.296
-2.0,4.0606,100.926
-1.8788,4.0606,102.003
-1.7576,4.0606,103.808
-1.6364,4.0606,106.61
-1.5152,4.0606,110.646
-1.3939,4.0606,116.101
-1.2727,4.0606,123.097
-1.1515,4.0606,131.675
-1.0303,4.0606,141.787
-0.9091,4.0606,153.291
-0.7879,4.0606,165.954
-0.6667,4.0606,179.45
-0.5455,4.0606,193.38
-0.4242,4.0606,207.279
-0.303,4.0606,220.645
-0.1818,4.0606,232.964
-0.0606,4.0606,243.734
0.0606,4.0606,252.503
0.1818,4.0606,258.891
0.303,4.0606,262.618
0.4242,4.0606,263.522
0.5455,4.0606,261.572
0.6667,4.0606,256.866
0.7879,4.0606,249.628
0.9091,4.0606,240.191
1.0303,4.0606,228.971
1.1515,4.0606,216.444
1.2727,4.0606,203.11
1.3939,4.0606,189.469
1.5152,4.0606,175.985
1.6364,4.0606,163.068
1.7576,4.0606,151.055
1.8788,4.0606,140.196
2.0,4.0606,130.654
2.1212,4.0606,122.503
2.2424,4.0606,115.734
2.3636,4.0606,110.273
2.4848,4.0606,105.986
2.6061,4.0606,102.701
2.7273,4.0606,100.22
2.8485,4.0606,98.334
2.9697,4.0606,96.838
3.0909,4.0606,95.542
3.2121,4.0606,94.278
3.3333,4.0606,92.908
3.4545,4.0606,91.326
3.5758,4.0606,89.462
3.697,4.0606,87.279
3.8182,4.0606,84.769
3.9394,4.0606,81.953
4.0606,4.0606,78.872
4.1818,4.0606,75.584
4.303,4.0606,72.156
4.4242,4.0606,68.658
4.5455,4.0606,65.16
4.6667,4.0606,61.726
4.7879,4.0606,58.414
4.9091,4.0606,55.268
5.0303,4.0606,52.323
5.1515,4.0606,49.6
5.2727,4.0606,47.111
5.3939,4.0606,44.858
5.5152,4.0606,42.832
5.6364,4.0606,41.022
5.7576,4.0606,39.409
5.8788,4.0606,37.974
6.0,4.0606,36.696
-6.0,4.1818,34.478
-5.8788,4.1818,35.172
-5.7576,4.1818,35.884
-5.6364,4.1818,36.618
-5.5152,4.1818,37.377
-5.3939,4.1818,38.166
-5.2727,4.1818,38.994
-5.1515,4.1818,39.872
-5.0303,4.1818,40.815
-4.9091,4.1818,41.841
-4.7879,4.1818,42.974
-4.6667,4.1818,44.241
-4.5455,4.1818,45.672
-4.4242,4.1818,47.301
-4.303,4.1818,49.156
-4.1818,4.1818,51.266
-4.0606,4.1818,53.648
-3.9394,4.1818,56.308
-3.8182,4.1818,59.235
-3.697,4.1818,62.398
-3.5758,4.1818,65.745
-3.4545,4.1818,69.201
-3.3333,4.1818,72.676
-3.2121,4.1818,76.066
-3.0909,4.1818,79.265
-2.9697,4.1818,82.175
-2.8485,4.1818,84.717
-2.7273,4.1818,86.842
-2.6061,4.1818,88.545
-2.4848,4.1818,89.866
-2.3636,4.1818,90.9
-2.2424,4.1818,91.789
-2.1212,4.1818,92.724
-2.0,4.1818,93.927
-1.8788,4.1818,95.646
-1.7576,4.1818,98.133
-1.6364,4.1818,101.629
-1.5152,4.1818,106.348
-1.3939,4.1818,112.457
-1.2727,4.1818,120.063
-1.1515,4.1818,129.199
-1.0303,4.1818,139.812
-0.9091,4.1818,151.762
-0.7879,4.1818,164.816
-0.6667,4.1818,178.654
-0.5455,4.1818,192.879
-0.4242,4.1818,207.031
-0.303,4.1818,220.611
-0.1818,4.1818,233.107
-0.0606,4.1818,244.018
0.0606,4.1818,252.891
0.1818,4.1818,259.346
0.303,4.1818,263.102
0.4242,4.1818,263.997
0.5455,4.1818,261.997
0.6667,4.1818,257.202
0.7879,4.1818,249.834
0.9091,4.1818,240.226
1.0303,4.1818,228.796
1.1515,4.1818,216.021
1.2727,4.1818,202.404
1.3939,4.1818,188.443
1.5152,4.1818,174.607
1.6364,4.1818,161.309
1.7576,4.1818,148.887
1.8788,4.1818,137.597
2.0,4.1818,127.605
2.1212,4.1818,118.992
2.2424,4.1818,111.757
2.3636,4.1818,105.833
2.4848,4.1818,101.098
2.6061,4.1818,97.388
2.7273,4.1818,94.517
2.8485,4.1818,92.287
2.9697,4.1818,90.505
3.0909,4.1818,88.988
3.2121,4.1818,87.575
3.3333,4.1818,86.135
3.4545,4.1818,84.564
3.5758,4.1818,82.79
3.697,4.1818,80.773
3.8182,4.1818,78.5
3.9394,4.1818,75.982
4.0606,4.1818,73.251
4.1818,4.1818,70.351
4.303,4.1818,67.338
4.4242,4.1818,64.269
4.5455,4.1818,61.202
4.6667,4.1818,58.193
4.7879,4.1818,55.287
4.9091,4.1818,52.523
5.0303,4.1818,49.931
5.1515,4.1818,47.528
5.2727,4.1818,45.324
5.3939,4.1818,43.32
5.5152,4.1818,41.511
5.6364,4.1818,39.885
5.7576,4.1818,38.428
5.8788,4.1818,37.124
6.0,4.1818,35.953
-6.0,4.303,34.003
-5.8788,4.303,34.675
-5.7576,4.303,35.365
-5.6364,4.303,36.074
-5.5152,4.303,36.804
-5.3939,4.303,37.561
-5.2727,4.303,38.35
-5.1515,4.303,39.181
-5.0303,4.303,40.063
-4.9091,4.303,41.013
-4.7879,4.303,42.048
-4.6667,4.303,43.19
-4.5455,4.303,44.461
-4.4242,4.303,45.888
-4.303,4.303,47.494
-4.1818,4.303,49.299
-4.0606,4.303,51.319
-3.9394,4.303,53.557
-3.8182,4.303,56.006
-3.697,4.303,58.64
-3.5758,4.303,61.419
-3.4545,4.303,64.287
-3.3333,4.303,67.172
-3.2121,4.303,69.997
-3.0909,4.303,72.681
-2.9697,4.303,75.151
-2.8485,4.303,77.351
-2.7273,4.303,79.251
-2.6061,4.303,80.857
-2.4848,4.303,82.215
-2.3636,4.303,83.413
-2.2424,4.303,84.584
-2.1212,4.303,85.899
-2.0,4.303,87.558
-1.8788,4.303,89.782
-1.7576,4.303,92.795
-1.6364,4.303,96.816
-1.5152,4.303,102.034
-1.3939,4.303,108.6
-1.2727,4.303,116.608
-1.1515,4.303,126.082
-1.0303,4.303,136.97
-0.9091,4.303,149.132
-0.7879,4.303,162.338
-0.6667,4.303,176.278
-0.5455,4.303,190.561
-0.4242,4.303,204.738
-0.303,4.303,218.319
-0.1818,4.303,230.798
-0.0606,4.303,241.683
0.0606,4.303,250.527
0.1818,4.303,256.953
0.303,4.303,260.684
0.4242,4.303,261.558
0.5455,4.303,259.542
0.6667,4.303,254.732
0.7879,4.303,247.35
0.9091,4.303,237.723
1.0303,4.303,226.265
1.1515,4.303,213.447
1.2727,4.303,199.767
1.3939,4.303,185.718
1.5152,4.303,171.766
1.6364,4.303,158.318
1.7576,4.303,145.713
1.8788,4.303,134.206
2.0,4.303,123.964
2.1212,4.303,115.073
2.2424,4.303,107.538
2.3636,4.303,101.301
2.4848,4.303,96.246
2.6061,4.303,92.224
2.7273,4.303,89.06
2.8485,4.303,86.566
2.9697,4.303,84.561
3.0909,4.303,82.873
3.2121,4.303,81.349
3.3333,4.303,79.863
3.4545,4.303,78.314
3.5758,4.303,76.633
3.697,4.303,74.775
3.8182,4.303,72.723
3.9394,4.303,70.481
4.0606,4.303,68.07
4.1818,4.303,65.526
4.303,4.303,62.892
4.4242,4.303,60.215
4.5455,4.303,57.542
4.6667,4.303,54.92
4.7879,4.303,52.385
4.9091,4.303,49.97
5.0303,4.303,47.7
5.1515,4.303,45.589
5.2727,4.303,43.645
5.3939,4.303,41.871
5.5152,4.303,40.26
5.6364,4.303,38.804
5.7576,4.303,37.49
5.8788,4.303,36.306
6.0,4.303,35.235
-6.0,4.4242,33.528
-5.8788,4.4242,34.18
-5.7576,4.4242,34.847
-5.6364,4.4242,35.531
-5.5152,4.4242,36.235
-5.3939,4.4242,36.961
-5.2727,4.4242,37.715
-5.1515,4.4242,38.501
-5.0303,4.4242,39.33
-4.9091,4.4242,40.212
-4.7879,4.4242,41.161
-4.6667,4.4242,42.193
-4.5455,4.4242,43.326
-4.4242,4.4242,44.58
-4.303,4.4242,45.971
-4.1818,4.4242,47.517
-4.0606,4.4242,49.228
-3.9394,4.4242,51.107
-3.8182,4.4242,53.148
-3.697,4.4242,55.333
-3.5758,4.4242,57.63
-3.4545,4.4242,59.997
-3.3333,4.4242,62.382
-3.2121,4.4242,64.725
-3.0909,4.4242,66.969
-2.9697,4.4242,69.061
-2.8485,4.4242,70.964
-2.7273,4.4242,72.665
-2.6061,4.4242,74.176
-2.4848,4.4242,75.547
-2.3636,4.4242,76.862
-2.2424,4.4242,78.242
-2.1212,4.4242,79.841
-2.0,4.4242,81.837
-1.8788,4.4242,84.427
-1.7576,4.4242,87.813
-1.6364,4.4242,92.187
-1.5152,4.4242,97.72
-1.3939,4.4242,104.547
-1.2727,4.4242,112.749
-1.1515,4.4242,122.346
-1.0303,4.4242,133.283
-0.9091,4.4242,145.423
-0.7879,4.4242,158.546
-0.6667,4.4242,172.35
-0.5455,4.4242,186.459
-0.4242,4.4242,200.436
-0.303,4.4242,213.806
-0.1818,4.4242,226.079
-0.0606,4.4242,236.774
0.0606,4.4242,245.456
0.1818,4.4242,251.759
0.303,4.4242,255.411
0.4242,4.4242,256.253
0.5455,4.4242,254.252
0.6667,4.4242,249.504
0.7879,4.4242,242.221
0.9091,4.4242,232.725
1.0303,4.4242,221.419
1.1515,4.4242,208.761
1.2727,4.4242,195.237
1.3939,4.4242,181.331
1.5152,4.4242,167.495
1.6364,4.4242,154.13
1.7576,4.4242,141.566
1.8788,4.4242,130.054
2.0,4.4242,119.763
2.1212,4.4242,110.778
2.2424,4.4242,103.11
2.3636,4.4242,96.707
2.4848,4.4242,91.466
2.6061,4.4242,87.246
2.7273,4.4242,83.885
2.8485,4.4242,81.209
2.9697,4.4242,79.047
3.0909,4.4242,77.239
3.2121,4.4242,75.641
3.3333,4.4242,74.132
3.4545,4.4242,72.619
3.5758,4.4242,71.031
3.697,4.4242,69.323
3.8182,4.4242,67.475
3.9394,4.4242,65.483
4.0606,4.4242,63.363
4.1818,4.4242,61.14
4.303,4.4242,58.847
4.4242,4.4242,56.522
4.5455,4.4242,54.203
4.6667,4.4242,51.928
4.7879,4.4242,49.726
4.9091,4.4242,47.625
5.0303,4.4242,45.644
5.1515,4.4242,43.795
5.2727,4.4242,42.086
5.3939,4.4242,40.518
5.5152,4.4242,39.086
5.6364,4.4242,37.783
5.7576,4.4242,36.599
5.8788,4.4242,35.524
6.0,4.4242,34.544
-6.0,4.5455,33.056
-5.8788,4.5455,33.686
-5.7576,4.5455,34.332
-5.6364,4.5455,34.993
-5.5152,4.5455,35.671
-5.3939,4.5455,36.368
-5.2727,4.5455,37.088
-5.1515,4.5455,37.835
-5.0303,4.5455,38.616
-4.9091,4.5455,39.438
-4.7879,4.5455,40.313
-4.6667,4.5455,41.251
-4.5455,4.5455,42.266
-4.4242,4.5455,43.373
-4.303,4.5455,44.585
-4.1818,4.5455,45.913
-4.0606,4.5455,47.366
-3.9394,4.5455,48.947
-3.8182,4.5455,50.649
-3.697,4.5455,52.46
-3.5758,4.5455,54.358
-3.4545,4.5455,56.31
-3.3333,4.5455,58.278
-3.2121,4.5455,60.22
-3.0909,4.5455,62.096
-2.9697,4.5455,63.87
-2.8485,4.5455,65.521
-2.7273,4.5455,67.046
-2.6061,4.5455,68.464
-2.4848,4.5455,69.827
-2.3636,4.5455,71.213
-2.2424,4.5455,72.732
-2.1212,4.5455,74.522
-2.0,4.5455,76.743
-1.8788,4.5455,79.568
-1.7576,4.5455,83.178
-1.6364,4.5455,87.744
-1.5152,4.5455,93.418
-1.3939,4.5455,100.318
-1.2727,4.5455,108.519
-1.1515,4.5455,118.033
-1.0303,4.5455,128.805
-0.9091,4.5455,140.705
-0.7879,4.5455,153.522
-0.6667,4.5455,166.967
-0.5455,4.5455,180.68
-0.4242,4.5455,194.245
-0.303,4.5455,207.206
-0.1818,4.5455,219.092
-0.0606,4.5455,229.444
0.0606,4.5455,237.841
0.1818,4.5455,243.931
0.303,4.5455,247.452
0.4242,4.5455,248.253
0.5455,4.5455,246.3
0.6667,4.5455,241.683
0.7879,4.5455,234.609
0.9091,4.5455,225.385
1.0303,4.5455,214.399
1.1515,4.5455,202.093
1.2727,4.5455,188.935
1.3939,4.5455,175.388
1.5152,4.5455,161.89
1.6364,4.5455,148.827
1.7576,4.5455,136.517
1.8788,4.5455,125.205
2.0,4.5455,115.055
2.1212,4.5455,106.152
2.2424,4.5455,98.511
2.3636,4.5455,92.087
2.4848,4.5455,86.785
2.6061,4.5455,82.478
2.7273,4.5455,79.015
2.8485,4.5455,76.236
2.9697,4.5455,73.981
3.0909,4.5455,72.102
3.2121,4.5455,70.466
3.3333,4.5455,68.96
3.4545,4.5455,67.493
3.5758,4.5455,65.998
3.697,4.5455,64.432
3.8182,4.5455,62.769
3.9394,4.5455,61.003
4.0606,4.5455,59.141
4.1818,4.5455,57.203
4.303,4.5455,55.212
4.4242,4.5455,53.199
4.5455,4.5455,51.193
4.6667,4.5455,49.224
4.7879,4.5455,47.316
4.9091,4.5455,45.492
5.0303,4.5455,43.767
5.1515,4.5455,42.151
5.2727,4.5455,40.649
5.3939,4.5455,39.264
5.5152,4.5455,37.991
5.6364,4.5455,36.825
5.7576,4.5455,35.757
5.8788,4.5455,34.78
6.0,4.5455,33.882
-6.0,4.6667,32.586
-5.8788,4.6667,33.196
-5.7576,4.6667,33.82
-5.6364,4.6667,34.458
-5.5152,4.6667,35.111
-5.3939,4.6667,35.781
-5.2727,4.6667,36.47
-5.1515,4.6667,37.182
-5.0303,4.6667,37.92
-4.9091,4.6667,38.69
-4.7879,4.6667,39.5
-4.6667,4.6667,40.359
-4.5455,4.6667,41.276
-4.4242,4.6667,42.261
-4.303,4.6667,43.325
-4.1818,4.6667,44.474
-4.0606,4.6667,45.717
-3.9394,4.6667,47.053
-3.8182,4.6667,48.48
-3.697,4.6667,49.988
-3.5758,4.6667,51.56
-3.4545,4.6667,53.174
-3.3333,4.6667,54.804
-3.2121,4.6667,56.419
-3.0909,4.6667,57.993
-2.9697,4.6667,59.505
-2.8485,4.6667,60.944
-2.7273,4.6667,62.314
-2.6061,4.6667,63.642
-2.4848,4.6667,64.977
-2.3636,4.6667,66.392
-2.2424,4.6667,67.987
-2.1212,4.6667,69.885
-2.0,4.6667,72.228
-1.8788,4.6667,75.17
-1.7576,4.6667,78.87
-1.6364,4.6667,83.48
-1.5152,4.6667,89.136
-1.3939,4.6667,95.943
-1.2727,4.6667,103.964
-1.1515,4.6667,113.209
-1.0303,4.6667,123.625
-0.9091,4.6667,135.088
-0.7879,4.6667,147.397
-0.6667,4.6667,160.282
-0.5455,4.6667,173.403
-0.4242,4.6667,186.366
-0.303,4.6667,198.739
